primary_key,date,title,venue,city,state,country,vip,support,notes,tags,set_ct,song_ct
07-11-2008-St._Louis-1-6,07-11-2008,"""Live Off The Levee"" Soldiers Memorial Plaza, St. Louis, MO, USA","""Live Off The Levee"" Soldiers Memorial Plaza",St. Louis,MO,USA,False,,['opened for Sound Tribe Sector 9'],{1: 'with La Grange (ZZ Top) jam'},1,6
07-12-2008-Council_Bluffs-1-10,07-12-2008,"Westfair Amphitheatre, Council Bluffs, IA, USA",Westfair Amphitheatre,Council Bluffs,IA,USA,False,,['opened for Sound Tribe Sector 9'],{},1,10
07-15-2008-Cincinnati-1-6,07-15-2008,"Moonlite Gardens, Cincinnati, OH, USA",Moonlite Gardens,Cincinnati,OH,USA,False,,"['Sound Tribe Sector 9 opened', 'with White Summer (Led Zeppelin) tease before Search 4']",{1: 'with Kula jam'},1,6
07-16-2008-Glen_Allen-1-10,07-16-2008,"Innsbrook Pavilion, Glen Allen, VA, USA",Innsbrook Pavilion,Glen Allen,VA,USA,False,,['Sound Tribe Sector 9 closed'],{},1,10
07-17-2008-Columbus-1-10,07-17-2008,"Lifestyle Communities Pavilion, Columbus, OH, USA",Lifestyle Communities Pavilion,Columbus,OH,USA,False,,['Sound Tribe Sector 9 opened'],{1: 'began with Honky Tonk Women (Rolling Stones) tease'},1,10
07-18-2008-Indianapolis-1-9,07-18-2008,"The Lawn at White River State Park, Indianapolis, IN, USA",The Lawn at White River State Park,Indianapolis,IN,USA,False,,['Sound Tribe Sector 9 opened'],{},1,9
07-19-2008-Chicago-1-9,07-19-2008,"Charter One Pavilion at Northerly Island, Chicago, IL, USA",Charter One Pavilion at Northerly Island,Chicago,IL,USA,False,,['Sound Tribe Sector 9 opened'],{1: 'with Another Brick In the Wall (Pink Floyd) teases'},1,9
07-24-2008-New_York-1-11,07-24-2008,"Roseland Ballroom, New York, NY, USA",Roseland Ballroom,New York,NY,USA,False,,['Sound Tribe Sector 9 opened'],{},1,11
07-25-2008-Philadelphia-1-9,07-25-2008,"Festival Pier at Penn's Landing, Philadelphia, PA, USA",Festival Pier at Penn's Landing,Philadelphia,PA,USA,False,,['Sound Tribe Sector 9 closed'],{},1,9
07-25-2008-Philadelphia-2-10,07-25-2008,"Theater of Living Arts, Philadelphia, PA, USA",Theater of Living Arts,Philadelphia,PA,USA,False,,['Late night show.'],"{1: 'with David Murphy replacing Ryan on bass and Zach Velmer replacing Kris on drums', 2: ""with Xxplosive (Dr. Dre) and Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) jams"", 3: 'with Norwegian Wood (The Beatles) jam'}",2,10
07-26-2008-Boston-1-10,07-26-2008,"Bank of America Pavilion, Boston, MA, USA",Bank of America Pavilion,Boston,MA,USA,False,,['Sound Tribe Sector 9 opened'],"{1: 'with Glory tease', 2: ""with (Don't Fear) the Reaper (Blue Öyster Cult) jam and verse""}",1,10
07-27-2008-Baltimore-1-10,07-27-2008,"Pier Six Pavilion, Baltimore, MD, USA",Pier Six Pavilion,Baltimore,MD,USA,False,,['Sound Tribe Sector 9 closed'],"{1: 'with In a Silent Way (Miles Davis) teases', 2: 'with Brendan and Jake on acoustics', 3: 'with Sweet Home Alabama (Lynyrd Skynyrd) teases'}",1,10
07-30-2008-North_Myrtle_Beach-1-10,07-30-2008,"House of Blues, North Myrtle Beach, SC, USA",House of Blues,North Myrtle Beach,SC,USA,False,,['Sound Tribe Sector 9 closed'],{},1,10
07-31-2008-Cary-1-9,07-31-2008,"Koka Booth Amphitheatre at Regency Park, Cary, NC, USA",Koka Booth Amphitheatre at Regency Park,Cary,NC,USA,False,,['Sound Tribe Sector 9 closed'],{1: 'with Professor Wormbog teases'},1,9
07-31-2008-Raleigh-2-13,07-31-2008,"Lincoln Theatre, Raleigh, NC, USA",Lincoln Theatre,Raleigh,NC,USA,False,,"['late night show', 'last Billie Jean 07.09.2005 (389 shows)']","{1: 'unfinished', 2: 'debut, The Police', 3: 'with The Safety Dance (Men Without Hats) jam', 4: 'with Bon Lozaga replacing Brendan and Mike Miz replacing Jake when Brendan returned; with Jake on percussion'}",2,13
08-01-2008-Atlanta-1-8,08-01-2008,"Masquerade Music Park, Atlanta, GA, USA",Masquerade Music Park,Atlanta,GA,USA,False,,['Sound Tribe Sector 9 closed'],"{1: ""with Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) jams"", 2: 'with Rhiannon (Fleetwood Mac) jam', 3: 'unfinished'}",1,8
08-03-2008-Bridgeport-1-7,08-03-2008,"""Gathering of the Vibes"" Seaside Park, Bridgeport, CT, USA","""Gathering of the Vibes"" Seaside Park",Bridgeport,CT,USA,False,,,"{1: ""unfinished; with Alex's House and White Man's Moccasins teases""}",1,7
08-09-2008-Hiram-2-12,08-09-2008,"Up North Festival, Hiram, ME, USA",Up North Festival,Hiram,ME,USA,False,,,{1: 'with Wife Soup teases'},2,12
08-31-2008-Morrison-1-11,08-31-2008,"Red Rocks Amphitheatre, Morrison, CO, USA",Red Rocks Amphitheatre,Morrison,CO,USA,False,,"[""Supporting Gov't Mule""]",{1: 'with Norwegian Wood (The Beatles) jam'},1,11
09-01-2008-Boulder-3-24,09-01-2008,"The Fox Theatre, Boulder, CO, USA",The Fox Theatre,Boulder,CO,USA,False,,"['last Duck Butter 12.11.2003 (612 shows)', 'last Raymond 04.09.2006 (292 shows)']","{1: 'Brendan and Jake on acoustics', 2: 'Ryan solo', 3: 'just Ryan and Jake; Jake on acoustic', 4: 'debut, Grateful Dead; Jake solo acoustic; unfinished', 5: 'with David Murphy on bass and Brendan and Jake on acoustics', 6: 'Brendan on acoustic and Jake on percussion; unfinished', 7: 'with Jake on keys, Brendan on acoustic; no lyrics; unfinished', 8: 'Brendan and Jake on acoustics; ended with piano solo and duet featuring Joel and Jake'}",3,24
09-05-2008-South_Bend-3-19,09-05-2008,"Robert  J.  Fischgrund  Center for Performing Arts, South Bend, IN, USA",Robert  J.  Fischgrund  Center for Performing Arts,South Bend,IN,USA,False,,,{1: 'unfinished'},3,19
09-11-2008-Austin-3-16,09-11-2008,"La Zona Rosa, Austin, TX, USA",La Zona Rosa,Austin,TX,USA,False,,,"{1: 'with Push the Pig intro', 2: 'with Roundabout (Yes) teases'}",3,16
09-12-2008-Dallas-3-15,09-12-2008,"The Granada Theater, Dallas, TX, USA",The Granada Theater,Dallas,TX,USA,False,,,"{1: ""with Stairway to Heaven (Led Zeppelin) and Ain't Talkin' 'bout Love (Van Halen) teases""}",3,15
09-13-2008-Ozark-3-15,09-13-2008,"""Harvest Music Festival"" Mulberry Mountain, Ozark, AR, USA","""Harvest Music Festival"" Mulberry Mountain",Ozark,AR,USA,False,,,"{1: '""Jimmy Stewart"" with lyrics', 2: 'with Willie the Pimp (Frank Zappa) jam and Stairway to Heaven (Led Zeppelin) and Xxplosive (Dr. Dre) teases', 3: 'with Jake on drums and Kris on vocals for a portion', 4: 'with Norwegian Wood (The Beatles) jam; with Bill McKay on keys', 5: 'debut, Sly and the Family Stone; with Bill McKay on keys', 6: 'with The Triple Wide tease', 7: 'with The Rain Song (Led Zeppelin) ending'}",3,15
09-14-2008-Atlanta-3-17,09-14-2008,"The Tabernacle, Atlanta, GA, USA",The Tabernacle,Atlanta,GA,USA,False,,['make-up show for cancelled 08.02.2008 show'],"{1: 'with Search 4 tease', 2: ""with Alex's House teases""}",3,17
10-02-2008-Kalamazoo-3-18,10-02-2008,"Kalamazoo State Theatre, Kalamazoo, MI, USA",Kalamazoo State Theatre,Kalamazoo,MI,USA,False,,,{1: 'with Stranglehold (Ted Nugent) jam'},3,18
10-03-2008-Muncie-3-17,10-03-2008,"Emens Auditorium, Muncie, IN, USA",Emens Auditorium,Muncie,IN,USA,False,,,{1: 'with Glide (The New Deal) teases'},3,17
10-04-2008-Peoria-3-13,10-04-2008,"Peoria Ribfest & Chili Cook-Off, Peoria, IL, USA",Peoria Ribfest & Chili Cook-Off,Peoria,IL,USA,False,,,{1: 'with Stairway to Heaven (Led Zeppelin) ending'},3,13
10-09-2008-Clifton_Park-3-13,10-09-2008,"Northern Lights, Clifton Park, NY, USA",Northern Lights,Clifton Park,NY,USA,False,Conspirator and Electron,,{1: 'with Soul Food II intro containing Roundabout (Yes) teases'},3,13
10-10-2008-South_Burlington-3-18,10-10-2008,"Higher Ground, South Burlington, VT, USA",Higher Ground,South Burlington,VT,USA,False,Conspirator,,"{1: 'with In a Silent Way (Miles Davis) tease', 2: 'with Aron Magner replacing Joel', 3: 'with Aron Magner and Marc Brownstein replacing Joel and Ryan', 4: 'ended with Hysteria (Def Leppard) tease'}",3,18
10-11-2008-South_Burlington-3-13,10-11-2008,"Higher Ground, South Burlington, VT, USA",Higher Ground,South Burlington,VT,USA,False,Conspirator,,"{1: '""Jimmy Stewart"" with lyrics'}",3,13
10-13-2008-New_York-1-6,10-13-2008,"""Moogfest 2008"" The Grand Ballroom, New York, NY, USA","""Moogfest 2008"" The Grand Ballroom",New York,NY,USA,False,,,{1: 'with Jamie Shields on keys'},1,6
10-14-2008-New_York-3-16,10-14-2008,"Blender Theater at Gramercy, New York, NY, USA",Blender Theater at Gramercy,New York,NY,USA,False,,,"{1: 'with Roundabout (Yes) tease', 2: 'with Master of Puppets and One (both Metallica) teases', 3: 'debut (standalone), original', 4: 'with Rob Marscher on keys'}",3,16
10-15-2008-New_York-3-17,10-15-2008,"Blender Theater at Gramercy, New York, NY, USA",Blender Theater at Gramercy,New York,NY,USA,False,,,"{1: 'unfinished', 2: 'one verse', 3: ""(Don't Fear) The Reaper (Blue Öyster Cult) tease"", 4: ""with (Don't Fear) The Reaper (Blue Öyster Cult) tease""}",3,17
10-16-2008-New_York-3-14,10-16-2008,"Blender Theater at Gramercy, New York, NY, USA",Blender Theater at Gramercy,New York,NY,USA,False,,,"{1: ""with Can't You Hear Me Knocking (The Rolling Stones) tease"", 2: 'completes 10.15.2008 version', 3: 'with Let Me Blow Ya Mind (Eve) teases', 4: 'with Rhiannon (Fleetwood Mac) jam'}",3,14
10-17-2008-Geneva-3-17,10-17-2008,"Smith Opera House, Geneva, NY, USA",Smith Opera House,Geneva,NY,USA,False,,,"{1: '""Jimmy Stewart"" with lyrics'}",3,17
10-18-2008-Philadelphia-3-15,10-18-2008,"Electric Factory, Philadelphia, PA, USA",Electric Factory,Philadelphia,PA,USA,False,American Babies,,"{1: 'with Jon Gutwillig replacing Brendan', 2: ""with Can't You Hear Me Knocking (The Rolling Stones) teases""}",3,15
10-23-2008-Vancouver-3-14,10-23-2008,"Richard's on Richards, Vancouver, BC, Canada",Richard's on Richards,Vancouver,BC,Canada,False,,,{1: 'unfinished; with War Pigs (Black Sabbath) and Paint It Black (The Rolling Stones) teases'},3,14
10-24-2008-Portland-3-16,10-24-2008,"Crystal Ballroom, Portland, OR, USA",Crystal Ballroom,Portland,OR,USA,False,,,"{1: ""with Baba O'Riley (The Who) jam""}",3,16
10-25-2008-Seattle-3-14,10-25-2008,"Showbox at the Market, Seattle, WA, USA",Showbox at the Market,Seattle,WA,USA,False,,,"{1: 'with Crazy Train (Ozzy Osbourne) jam', 2: 'with Xxplosive and Still D.R.E. (both Dr. Dre) teases'}",3,14
10-27-2008-Crystal_Bay-3-15,10-27-2008,"Crystal Bay Club Casino, Crystal Bay, NV, USA",Crystal Bay Club Casino,Crystal Bay,NV,USA,False,,,{},3,15
10-28-2008-West_Hollywood-3-17,10-28-2008,"House of Blues - Sunset Strip, West Hollywood, CA, USA",House of Blues - Sunset Strip,West Hollywood,CA,USA,False,Tea Leaf Green,,"{1: '""Jimmy Stewart"" with lyrics', 2: 'debut, J.J. Cale'}",3,17
10-29-2008-San_Diego-3-14,10-29-2008,"House of Blues, San Diego, CA, USA",House of Blues,San Diego,CA,USA,False,,,"{1: 'unfinished', 2: 'with Over the Hills and Far Away (Led Zeppelin) teases', 3: 'with Xxplosive (Dr. Dre) jam', 4: 'with Rhiannon (Fleetwood Mac) and Shine On You Crazy Diamond (Pink Floyd) teases', 5: 'with Another One Bites The Dust (Queen) and The Trailer (Herbie Hancock) mashup', 6: '""Jimmy Stewart"" with lyrics', 7: 'with Night Moves (Bob Seger) ending'}",3,14
10-31-2008-San_Francisco-3-22,10-31-2008,"The Warfield, San Francisco, CA, USA",The Warfield,San Francisco,CA,USA,False,The New Deal,"['Band costumes: Brendan was Rick James Bond, Jake was Bezel Bob Dylan, Joel was Sugar Ray Charles, Andy was Ronald McDonald Trump, Kris was Incredible Hulk Hogan, and Ryan was Pittsburgh Van Pirate', 'last Thunderstruck 02.26.2005 (476 shows)']","{1: ""debut; Umphrey's McGee + Daft Punk mash-up; with Jamie Shields on keys and Darren Shearer on percussion"", 2: 'debut, Bob Dylan', 3: 'debut, AC/DC + Black Sabbath mash-up with Bon Scotty Osbourne (Whitfield Crane) on vocals', 4: ""debut, Umphrey's McGee + The White Stripes + Pink Floyd + Led Zeppelin mash-up"", 5: 'partial', 6: 'with Thunderstruck (AC/DC) tease', 7: 'debut, Pink Floyd + Michael Jackson mash-up', 8: 'debut; Sad But True (Metallica) + Clint Eastwood (Gorillaz) mash-up'}",3,22
11-01-2008-San_Francisco-3-16,11-01-2008,"Slim's, San Francisco, CA, USA",Slim's,San Francisco,CA,USA,False,,,"{1: 'with Hurt Bird Bath tease', 2: ""with Back in Black (AC/DC), Third Stone From the Sun (Jimi Hendrix), Thriller (Michael Jackson), Stairway to Heaven (Led Zeppelin), Over the Hills and Far Away (Led Zeppelin), (Don't Fear) The Reaper (Blue Öyster Cult), The Rain Song (Led Zeppelin) tease"", 3: '""Jimmy Stewart"" with lyrics; predecessor to No Comment', 4: ""with Rhiannon (Fleetwood Mac) and Sweet Child o' Mine (Guns 'N Roses) teases""}",3,16
11-13-2008-Urbana-3-18,11-13-2008,"The Canopy Club, Urbana, IL, USA",The Canopy Club,Urbana,IL,USA,False,,['last Willie the Pimp 09.04.2005 (398 shows)'],"{1: 'with Regulate (Warren G) intro', 2: ""with Stairway to Heaven (Led Zeppelin) and (Don't Fear) The Reaper (Blue Öyster Cult) teases"", 3: '""Crew Jam"" with Adam Budney on bass, Don Richards on keys, Wade Wilby on percussion, Robbie Williams on guitar, and Kevin Browning on guitar', 4: ""with (Don't Fear) The Reaper (Blue Öyster Cult) tease"", 5: ""with Baba O'Riley (The Who) tease"", 6: 'with Imperial March (Star Wars) (John Williams) intro'}",3,18
11-14-2008-Milwaukee-3-18,11-14-2008,"The Eagles Ballroom, Milwaukee, WI, USA",The Eagles Ballroom,Milwaukee,WI,USA,False,,['last Mamu 12.14.2002 (792 shows)'],"{1: 'with The Triple Wide teases', 2: ""with Can't You Hear Me Knocking (The Rolling Stones) teases""}",3,18
11-15-2008-Nashville-3-14,11-15-2008,"Cannery Ballroom, Nashville, TN, USA",Cannery Ballroom,Nashville,TN,USA,False,,,{1: 'with Robin Trower jam'},3,14
11-16-2008-Charleston-3-13,11-16-2008,"Music Farm, Charleston, SC, USA",Music Farm,Charleston,SC,USA,False,,,{1: 'with Robot Rock (Daft Punk) jam'},3,13
11-18-2008-Knoxville-3-13,11-18-2008,"Bijou Theatre, Knoxville, TN, USA",Bijou Theatre,Knoxville,TN,USA,False,,,"{1: 'with Breathe (Pink Floyd) and Tribute to the Spinal Shaft teases', 2: 'with Sociable Jimmy teases'}",3,13
11-19-2008-Knoxville-3-17,11-19-2008,"Bijou Theatre, Knoxville, TN, USA",Bijou Theatre,Knoxville,TN,USA,False,,['last Down Under 10.27.2004 (519 shows)'],"{1: 'with Water intro and with Brendan and Jake on acoustics', 2: 'with Brendan and Jake on acoustics'}",3,17
11-20-2008-Richmond-3-13,11-20-2008,"The National, Richmond, VA, USA",The National,Richmond,VA,USA,False,The Heavy Pets,,"{1: ""with Stairway to Heaven (Led Zeppelin), (Don't Fear) The Reaper (Blue Öyster Cult), Rhiannon (Fleetwood Mac), and Hysteria (Def Leppard) teases"", 2: 'with Let Me Blow Ya Mind (Eve)', 3: 'with Crazy Train (Ozzy Osbourne) and Thunderstruck (AC/DC) teases', 4: 'with Another One Bites the Dust (Queen) jam'}",3,13
11-21-2008-Washington-3-16,11-21-2008,"9:30 Club, Washington, DC, USA",9:30 Club,Washington,DC,USA,False,The Heavy Pets,['last The Great Gig in the Sky 12.31.2005 (357 shows)'],"{1: 'with Amazing Grace (John Newton) teases', 2: 'with Binary Sunset (Star Wars) (John Williams) tease', 3: 'Seven Nation Army (The White Stripes) tease', 4: 'Joel solo', 5: 'with Divisions tease'}",3,16
11-22-2008-Washington-3-16,11-22-2008,"9:30 Club, Washington, DC, USA",9:30 Club,Washington,DC,USA,False,,,"{1: 'with Norwegian Wood (The Beatles) jam', 2: 'with Brendan on percussion'}",3,16
12-11-2008-Runaway_Bay-3-16,12-11-2008,"""Caribbean Holidaze"" Hedonism III, Runaway Bay, Jamaica","Caribbean Holidaze"" Hedonism III",Runaway Bay,,Jamaica,False,,,"{1: 'with Nothing Too Fancy jam', 2: 'with Roulette teases'}",3,16
12-12-2008-Runaway_Bay-2-9,12-12-2008,"""Caribbean Holidaze"" Hedonism III, Runaway Bay, Jamaica","Caribbean Holidaze"" Hedonism III",Runaway Bay,,Jamaica,False,,['last Heart and Soul 05.18.2006 (307 shows)'],"{1: 'unfinished; ""Jimmy Stewart"" with lyrics; predecessor to No Comment', 2: '""Jimmy Stewart"" with lyrics', 3: 'with Wade Wilby on percussion'}",2,9
12-13-2008-Runaway_Bay-3-20,12-13-2008,"""Caribbean Holidaze"" Hedonism III, Runaway Bay, Jamaica","Caribbean Holidaze"" Hedonism III",Runaway Bay,,Jamaica,False,,['last Cocaine 05.04.2006 (312 shows)'],"{1: 'completes 12.12.2008 version', 2: 'with Nachos for Two teases', 3: 'debut, Aretha Franklin; with Jennnifer Hartswick on trumpet and vocals', 4: 'with Cody Dickinson replacing Kris on drums', 5: 'with Xxplosive (Dr. Dre) and Let Me Blow Ya Mind (Eve) teases', 6: 'with Carol of the Bells (Mykola Leontovych) jam'}",3,20
12-29-2008-Chicago-3-19,12-29-2008,"The Auditorium Theatre, Chicago, IL, USA",The Auditorium Theatre,Chicago,IL,USA,False,,['last Scenes from an Italian Restaurant 12.31.2002 (801 shows)'],"{1: 'with Meeting In the Aisle (Radiohead) tease', 2: 'with Jeff Coffin on saxophone', 3: 'debut, Willie Dixon; with Buddy Guy on guitar and Jeff Coffin on saxophone', 4: 'debut, Muddy Waters; with Buddy Guy on guitar and Jeff Coffin on saxophone', 5: 'debut, Buddy Guy; with Buddy Guy on guitar and Jeff Coffin on saxophone', 6: 'with The Triple Wide teases'}",3,19
12-30-2008-Chicago-3-13,12-30-2008,"The Auditorium Theatre, Chicago, IL, USA",The Auditorium Theatre,Chicago,IL,USA,False,,,"{1: 'with Brendan and Jake on acoustics', 2: 'with Brendan and Jake on acoustics for first half', 3: 'with Joshua Redman on saxophone', 4: 'with Stanley Jordan on guitar', 5: 'debut, original; with Joshua Redman on saxophone', 6: 'with Joshua Redman on saxophone and Stanley Jordan on guitar; with Eleanor Rigby (The Beatles) jam', 7: 'with Joshua Redman on saxophone; ""Jimmy Stewart"" with lyrics, predecessor to No Comment'}",3,13
12-31-2008-Chicago-4-33,12-31-2008,"The Auditorium Theatre, Chicago, IL, USA",The Auditorium Theatre,Chicago,IL,USA,False,,"['Mad Dog and his Filthy Little Secret horns were: Michael ""Mad Dog"" Mavridoglou on trumpet, Jeff Coffin on saxophone, Chris Neal on saxophone, and Brent Sanders on trombone', 'last Amazing Grace 09.07.2006 (268 shows)']","{1: 'unfinished', 2: 'with Roundabout (Yes) tease', 3: 'debut, Louis Jordan; with Koko Taylor and Shun Kikuta on guitar', 4: 'debut, Etta James; with Koko Taylor and Shun Kikuta on guitar', 5: 'with Mad Dog and his Filthy Little Secret horns', 6: 'debut, Michael Jackson; with Mad Dog and his Filthy Little Secret horns', 7: 'debut, Nine Inch Nails; incomplete', 8: 'with Chicago Mass Choir', 9: 'debut, Joe Cocker; with Chicago Mass Choir and Mad Dog and his Filthy Little Secret horns', 10: 'debut, U2; with Chicago Mass Choir; with Jake on drums'}",4,33
01-04-2007-Atlantic_Ocean-1-12,01-04-2007,"""Jam Cruise 5"" MSC Lirica, Atlantic Ocean, Atlantic Ocean","Jam Cruise 5"" MSC Lirica",Atlantic Ocean,,Atlantic Ocean,False,,['Pool Deck'],"{1: 'with Higgins tease', 2: 'with Seven Bridges Road (The Eagles) lyrics', 3: 'with Ivan Neville on keys; with Norwegan Wood (The Beatles) tease'}",1,12
01-06-2007-Atlantic_Ocean-1-14,01-06-2007,"""Jam Cruise 5"" MSC Lirica, Atlantic Ocean, Atlantic Ocean","Jam Cruise 5"" MSC Lirica",Atlantic Ocean,,Atlantic Ocean,False,,['Pool Deck'],"{1: 'with Luther Dickinson on guitar', 2: ""with Winston Rodney on vocals & Burning Spear's bass player replacing Ryan"", 3: 'with Jon Gutwillig replacing Brendan, Marc Brownstein replacing Ryan, and Aron Magner on keys; with Joel on vocals', 4: 'with Jon Gutwillig replacing Brendan, Marc Brownstein replacing Ryan, Aron Magner replacing Joel on keys, and Fuzz on guitar', 5: 'with Deep Banana Blackout horns'}",1,14
